Gen,Gen ID
BnaA02g09890D,GSBRNA2T00041448001
BnaA02g10060D,GSBRNA2T00041473001
BnaA02g10220D,GSBRNA2T00041496001
BnaC06g26670D,GSBRNA2T00041561001
BnaA02g25010D,GSBRNA2T00041690001
BnaC07g32020D,GSBRNA2T00041719001
BnaC07g32140D,GSBRNA2T00041737001
BnaC09g18140D,GSBRNA2T00041842001
BnaC09g18430D,GSBRNA2T00041897001
BnaC09g18480D,GSBRNA2T00041907001
BnaA09g53800D,GSBRNA2T00041930001
BnaC09g15440D,GSBRNA2T00041995001
BnaA06g25630D,GSBRNA2T00042094001
BnaA06g25230D,GSBRNA2T00042162001
BnaA06g25210D,GSBRNA2T00042164001
BnaC01g19630D,GSBRNA2T00042280001
BnaC08g48320D,GSBRNA2T00042422001
BnaAnng19520D,GSBRNA2T00042489001
BnaC08g46660D,GSBRNA2T00042530001
BnaA06g37880D,GSBRNA2T00042667001
BnaA02g35900D,GSBRNA2T00042769001
BnaA08g31590D,GSBRNA2T00042793001
BnaA08g31650D,GSBRNA2T00042800001
BnaA06g14340D,GSBRNA2T00042940001
BnaA06g13900D,GSBRNA2T00043000001
BnaA06g13760D,GSBRNA2T00043017001
BnaA06g14520D,GSBRNA2T00043214001
BnaA06g14510D,GSBRNA2T00043215001
BnaA06g14400D,GSBRNA2T00043228001
BnaA03g53930D,GSBRNA2T00043261001
BnaA03g53940D,GSBRNA2T00043262001
BnaA04g17900D,GSBRNA2T00043391001
BnaA04g17880D,GSBRNA2T00043396001
BnaA04g17860D,GSBRNA2T00043400001
BnaA04g17570D,GSBRNA2T00043434001
BnaA04g17560D,GSBRNA2T00043435001
BnaA04g17150D,GSBRNA2T00043495001
BnaAnng03490D,GSBRNA2T00043538001
BnaA01g19100D,GSBRNA2T00043605001
BnaA01g18990D,GSBRNA2T00043622001
BnaA01g18870D,GSBRNA2T00043644001
BnaC05g32000D,GSBRNA2T00043675001
BnaA02g36250D,GSBRNA2T00043752001
BnaAnng19660D,GSBRNA2T00043759001
BnaAnng19730D,GSBRNA2T00043864001
BnaAnng19740D,GSBRNA2T00043865001
BnaAnng19770D,GSBRNA2T00043868001
BnaCnng45600D,GSBRNA2T00043891001
BnaA05g34870D,GSBRNA2T00043979001
BnaA05g34880D,GSBRNA2T00043981001
BnaC03g76050D,GSBRNA2T00044027001
BnaUnng01000D,GSBRNA2T00044181001
BnaA03g48610D,GSBRNA2T00044275001
BnaC01g40210D,GSBRNA2T00044509001
BnaC01g40160D,GSBRNA2T00044514001
BnaC05g09880D,GSBRNA2T00044567001
BnaC05g37720D,GSBRNA2T00044646001
BnaC05g37700D,GSBRNA2T00044648001
BnaC05g37680D,GSBRNA2T00044651001
BnaC05g37460D,GSBRNA2T00044680001
BnaC05g37450D,GSBRNA2T00044682001
BnaC05g37420D,GSBRNA2T00044685001
BnaA03g49690D,GSBRNA2T00044800001
BnaC04g31920D,GSBRNA2T00044936001
BnaA09g09450D,GSBRNA2T00045010001
BnaA09g09110D,GSBRNA2T00045054001
BnaA09g09100D,GSBRNA2T00045055001
BnaA04g24770D,GSBRNA2T00045067001
BnaA04g24820D,GSBRNA2T00045073001
BnaA04g25090D,GSBRNA2T00045106001
BnaA04g25510D,GSBRNA2T00045154001
BnaA04g25580D,GSBRNA2T00045161001
BnaA04g25870D,GSBRNA2T00045195001
BnaA04g15880D,GSBRNA2T00045275001
BnaC04g56240D,GSBRNA2T00045344001
BnaC09g47860D,GSBRNA2T00045443001
BnaC09g47880D,GSBRNA2T00045445001
BnaC09g47890D,GSBRNA2T00045446001
BnaA04g29010D,GSBRNA2T00045473001
BnaCnng46310D,GSBRNA2T00045491001
BnaCnng46320D,GSBRNA2T00045492001
BnaCnng46660D,GSBRNA2T00045633001
BnaCnng46690D,GSBRNA2T00045644001
BnaC05g49640D,GSBRNA2T00045711001
BnaC05g49660D,GSBRNA2T00045714001
BnaA01g35850D,GSBRNA2T00045763001
BnaAnng03760D,GSBRNA2T00045881001
BnaC07g16540D,GSBRNA2T00046166001
BnaC07g16640D,GSBRNA2T00046185001
BnaC09g14920D,GSBRNA2T00046454001
BnaA06g19780D,GSBRNA2T00046492001
BnaA06g19620D,GSBRNA2T00046522001
BnaC03g71950D,GSBRNA2T00046634001
BnaA02g35610D,GSBRNA2T00046666001
BnaC04g24540D,GSBRNA2T00046993001
BnaA08g26430D,GSBRNA2T00047174001
BnaA08g26850D,GSBRNA2T00047223001
BnaC08g15390D,GSBRNA2T00047390001
BnaA02g33780D,GSBRNA2T00047556001
BnaA07g03150D,GSBRNA2T00047586001
BnaC03g64000D,GSBRNA2T00047652001
BnaC03g63920D,GSBRNA2T00047664001
BnaC05g15770D,GSBRNA2T00047741001
BnaC05g15990D,GSBRNA2T00047776001
BnaA10g13400D,GSBRNA2T00047845001
BnaCnng48180D,GSBRNA2T00047980001
BnaCnng48230D,GSBRNA2T00047990001
BnaAnng20950D,GSBRNA2T00048108001
BnaC04g55570D,GSBRNA2T00048188001
BnaAnng21090D,GSBRNA2T00048225001
BnaA05g17260D,GSBRNA2T00048375001
BnaA05g12360D,GSBRNA2T00048486001
BnaA05g11950D,GSBRNA2T00048554001
BnaA05g11680D,GSBRNA2T00048591001
BnaA05g11380D,GSBRNA2T00048643001
BnaA05g11240D,GSBRNA2T00048665001
BnaA03g46760D,GSBRNA2T00048968001
BnaA03g47160D,GSBRNA2T00049016001
BnaC06g23490D,GSBRNA2T00049068001
BnaA03g00210D,GSBRNA2T00049202001
BnaA03g00260D,GSBRNA2T00049208001
BnaA03g00500D,GSBRNA2T00049232001
BnaA03g00510D,GSBRNA2T00049233001
BnaA03g00820D,GSBRNA2T00049269001
BnaA03g00990D,GSBRNA2T00049292001
BnaA03g01330D,GSBRNA2T00049334001
BnaA03g01650D,GSBRNA2T00049375001
BnaA03g01680D,GSBRNA2T00049378001
BnaA09g39290D,GSBRNA2T00049415001
BnaA09g40620D,GSBRNA2T00049576001
BnaC06g31770D,GSBRNA2T00049662001
BnaC06g31170D,GSBRNA2T00049745001
BnaC06g13120D,GSBRNA2T00049894001
BnaC06g13130D,GSBRNA2T00049895001
BnaC03g57770D,GSBRNA2T00050057001
BnaA03g54560D,GSBRNA2T00050100001
BnaA06g20340D,GSBRNA2T00050222001
BnaA05g09130D,GSBRNA2T00050235001
BnaA05g09050D,GSBRNA2T00050247001
BnaA04g17030D,GSBRNA2T00050419001
BnaA04g17120D,GSBRNA2T00050433001
BnaC07g15160D,GSBRNA2T00050598001
BnaC07g15270D,GSBRNA2T00050617001
BnaC06g15730D,GSBRNA2T00050808001
BnaC06g15930D,GSBRNA2T00050852001
BnaC06g16000D,GSBRNA2T00050861001
BnaC06g16010D,GSBRNA2T00050863001
BnaC06g16060D,GSBRNA2T00050875001
BnaA08g30050D,GSBRNA2T00051251001
BnaA03g60430D,GSBRNA2T00051314001
BnaA03g54620D,GSBRNA2T00051621001
BnaA01g17630D,GSBRNA2T00051655001
BnaA01g17520D,GSBRNA2T00051670001
BnaC01g36670D,GSBRNA2T00051870001
BnaC01g36700D,GSBRNA2T00051875001
BnaA03g60670D,GSBRNA2T00051946001
BnaA04g29610D,GSBRNA2T00052060001
BnaA09g54370D,GSBRNA2T00052070001
BnaA02g35580D,GSBRNA2T00052082001
BnaAnng21530D,GSBRNA2T00052112001
BnaCnng49630D,GSBRNA2T00052140001
BnaA01g34950D,GSBRNA2T00052184001
BnaCnng49760D,GSBRNA2T00052207001
BnaA09g51710D,GSBRNA2T00052289001
BnaA09g50890D,GSBRNA2T00052489001
BnaC03g15660D,GSBRNA2T00052621001
BnaC03g15760D,GSBRNA2T00052633001
BnaC03g16120D,GSBRNA2T00052681001
BnaC03g16150D,GSBRNA2T00052685001
BnaA02g07440D,GSBRNA2T00052724001
BnaA02g08090D,GSBRNA2T00052803001
BnaA10g10540D,GSBRNA2T00052864001
BnaC08g02340D,GSBRNA2T00052894001
BnaC08g02680D,GSBRNA2T00052957001
BnaA09g16630D,GSBRNA2T00053126001
BnaA09g16530D,GSBRNA2T00053140001
BnaA09g16400D,GSBRNA2T00053160001
BnaA09g16230D,GSBRNA2T00053184001
BnaA10g11850D,GSBRNA2T00053196001
BnaA10g11990D,GSBRNA2T00053211001
BnaA10g12410D,GSBRNA2T00053269001
BnaCnng50210D,GSBRNA2T00053317001
BnaAnng22250D,GSBRNA2T00053646001
BnaAnng22270D,GSBRNA2T00053648001
BnaC01g36910D,GSBRNA2T00053960001
BnaC01g36930D,GSBRNA2T00053968001
BnaC01g36940D,GSBRNA2T00053969001
BnaC01g37200D,GSBRNA2T00054009001
BnaA01g19750D,GSBRNA2T00054097001
BnaC05g12520D,GSBRNA2T00054164001
BnaC05g12460D,GSBRNA2T00054175001
BnaC05g12400D,GSBRNA2T00054181001
BnaC05g12180D,GSBRNA2T00054210001
BnaA07g04370D,GSBRNA2T00054284001
BnaA08g30740D,GSBRNA2T00054405001
BnaA06g38070D,GSBRNA2T00054636001
BnaA06g35670D,GSBRNA2T00054757001
BnaC01g28440D,GSBRNA2T00054932001
BnaC04g29480D,GSBRNA2T00055097001
BnaA09g45490D,GSBRNA2T00055155001
BnaCnng07260D,GSBRNA2T00055237001
BnaC06g04780D,GSBRNA2T00055370001
BnaA02g30970D,GSBRNA2T00055392001
BnaC03g60620D,GSBRNA2T00055649001
BnaCnng52220D,GSBRNA2T00055682001
BnaC02g43590D,GSBRNA2T00055819001
BnaC02g43560D,GSBRNA2T00055822001
BnaA09g27040D,GSBRNA2T00055987001
BnaA02g28880D,GSBRNA2T00056127001
BnaA02g28720D,GSBRNA2T00056149001
BnaA02g28690D,GSBRNA2T00056152001
BnaA02g28570D,GSBRNA2T00056168001
BnaA01g24740D,GSBRNA2T00056282001
BnaA01g13900D,GSBRNA2T00056319001
BnaA01g14440D,GSBRNA2T00056380001
BnaA01g14470D,GSBRNA2T00056383001
BnaA09g10960D,GSBRNA2T00056399001
BnaA09g10980D,GSBRNA2T00056402001
BnaA09g11470D,GSBRNA2T00056471001
BnaA09g11480D,GSBRNA2T00056472001
BnaA08g31100D,GSBRNA2T00056717001
BnaC03g56870D,GSBRNA2T00057027001
BnaC08g41620D,GSBRNA2T00057049001
BnaC08g41850D,GSBRNA2T00057079001
BnaC08g41860D,GSBRNA2T00057080001
BnaC08g41990D,GSBRNA2T00057097001
BnaA01g33260D,GSBRNA2T00057216001
BnaA01g33010D,GSBRNA2T00057249001
BnaA01g32860D,GSBRNA2T00057275001
BnaA09g41130D,GSBRNA2T00057285001
BnaA09g41140D,GSBRNA2T00057286001
BnaA09g41210D,GSBRNA2T00057293001
BnaA09g41540D,GSBRNA2T00057332001
BnaA09g41580D,GSBRNA2T00057336001
BnaA09g41630D,GSBRNA2T00057343001
BnaA09g47540D,GSBRNA2T00057384001
BnaA09g47550D,GSBRNA2T00057385001
BnaA01g32590D,GSBRNA2T00057505001
BnaA07g37260D,GSBRNA2T00057827001
BnaA06g10620D,GSBRNA2T00057917001
BnaA06g10900D,GSBRNA2T00057951001
BnaA06g10940D,GSBRNA2T00057955001
BnaA06g11400D,GSBRNA2T00058014001
BnaA06g11480D,GSBRNA2T00058023001
BnaC03g59610D,GSBRNA2T00058186001
BnaA03g19840D,GSBRNA2T00058353001
BnaA03g19550D,GSBRNA2T00058392001
BnaA03g19520D,GSBRNA2T00058395001
BnaA03g19500D,GSBRNA2T00058397001
BnaA03g19420D,GSBRNA2T00058408001
BnaA03g19280D,GSBRNA2T00058431001
BnaC03g62120D,GSBRNA2T00058455001
BnaC03g61970D,GSBRNA2T00058482001
BnaA01g23900D,GSBRNA2T00058567001
BnaA04g27830D,GSBRNA2T00058712001
BnaA09g52930D,GSBRNA2T00058801001
BnaCnng53570D,GSBRNA2T00058840001
BnaC02g09490D,GSBRNA2T00059088001
BnaC02g09500D,GSBRNA2T00059089001
BnaC02g38340D,GSBRNA2T00059208001
BnaC02g38300D,GSBRNA2T00059213001
BnaC02g38230D,GSBRNA2T00059225001
BnaA08g04610D,GSBRNA2T00059297001
BnaC09g37560D,GSBRNA2T00059333001
BnaC09g37760D,GSBRNA2T00059364001
BnaC09g37770D,GSBRNA2T00059366001
BnaA07g00980D,GSBRNA2T00059432001
BnaA07g00860D,GSBRNA2T00059449001
BnaA05g29950D,GSBRNA2T00059510001
BnaA05g29510D,GSBRNA2T00059561001
BnaA06g38550D,GSBRNA2T00059581001
BnaCnng53670D,GSBRNA2T00059587001
BnaA08g04430D,GSBRNA2T00059812001
BnaAnng04400D,GSBRNA2T00060085001
BnaAnng04450D,GSBRNA2T00060092001
BnaA01g31350D,GSBRNA2T00060251001
BnaC08g05150D,GSBRNA2T00060341001
BnaC04g32640D,GSBRNA2T00060384001
BnaC04g32730D,GSBRNA2T00060400001
BnaCnng54090D,GSBRNA2T00060503001
BnaAnng24020D,GSBRNA2T00060633001
BnaC03g12730D,GSBRNA2T00060673001
BnaC03g12740D,GSBRNA2T00060674001
BnaC03g13170D,GSBRNA2T00060728001
BnaA09g24950D,GSBRNA2T00061365001
BnaC08g08450D,GSBRNA2T00061544001
BnaC08g09240D,GSBRNA2T00061698001
BnaC08g09260D,GSBRNA2T00061704001
BnaC08g09470D,GSBRNA2T00061744001
BnaC06g01060D,GSBRNA2T00061996001
BnaC05g10050D,GSBRNA2T00062017001
BnaC03g48410D,GSBRNA2T00062143001
BnaA06g09770D,GSBRNA2T00062200001
BnaA06g09830D,GSBRNA2T00062209001
BnaA06g10080D,GSBRNA2T00062240001
BnaA07g04200D,GSBRNA2T00062377001
BnaA07g04150D,GSBRNA2T00062386001
BnaA07g04060D,GSBRNA2T00062402001
BnaC04g32090D,GSBRNA2T00062654001
BnaC04g32420D,GSBRNA2T00062709001
BnaA06g38500D,GSBRNA2T00062882001
BnaA06g16950D,GSBRNA2T00063045001
BnaC09g17760D,GSBRNA2T00063106001
BnaC06g12620D,GSBRNA2T00063183001
BnaC06g12560D,GSBRNA2T00063199001
BnaA04g26150D,GSBRNA2T00063244001
BnaC06g03680D,GSBRNA2T00063365001
BnaA02g24880D,GSBRNA2T00063439001
BnaC06g42250D,GSBRNA2T00063507001
BnaCnng55040D,GSBRNA2T00063599001
BnaA09g08390D,GSBRNA2T00063701001
BnaA09g08530D,GSBRNA2T00063719001
BnaCnng08030D,GSBRNA2T00063739001
BnaCnng08110D,GSBRNA2T00063758001
BnaC02g33620D,GSBRNA2T00063880001
BnaC05g30210D,GSBRNA2T00063985001
BnaC08g45590D,GSBRNA2T00063998001
BnaC08g45650D,GSBRNA2T00064005001
BnaC08g45660D,GSBRNA2T00064006001
BnaC08g45680D,GSBRNA2T00064008001
BnaC08g46110D,GSBRNA2T00064060001
BnaA05g34120D,GSBRNA2T00064168001
BnaA02g19820D,GSBRNA2T00064222001
BnaA02g19810D,GSBRNA2T00064223001
BnaA02g19670D,GSBRNA2T00064238001
BnaA02g19650D,GSBRNA2T00064240001
BnaA02g19640D,GSBRNA2T00064241001
BnaCnng08430D,GSBRNA2T00064278001
BnaAnng24600D,GSBRNA2T00064402001
BnaAnng24610D,GSBRNA2T00064403001
BnaAnng24670D,GSBRNA2T00064429001
BnaA04g19620D,GSBRNA2T00064606001
BnaAnng04690D,GSBRNA2T00064749001
BnaC04g31440D,GSBRNA2T00064822001
BnaCnng08630D,GSBRNA2T00065057001
BnaCnng08710D,GSBRNA2T00065066001
BnaCnng09200D,GSBRNA2T00065129001
BnaCnng55860D,GSBRNA2T00065281001
BnaC02g06960D,GSBRNA2T00065344001
BnaC02g06910D,GSBRNA2T00065349001
BnaC02g06570D,GSBRNA2T00065394001
BnaA07g02380D,GSBRNA2T00065441001
BnaA09g11870D,GSBRNA2T00065523001
BnaA09g11660D,GSBRNA2T00065551001
BnaA10g11280D,GSBRNA2T00065642001
BnaA10g11290D,GSBRNA2T00065643001
BnaC05g30190D,GSBRNA2T00065724001
BnaA02g18450D,GSBRNA2T00065756001
BnaA02g18580D,GSBRNA2T00065772001
BnaC01g10300D,GSBRNA2T00065857001
BnaA10g17010D,GSBRNA2T00065900001
BnaCnng55990D,GSBRNA2T00066024001
BnaCnng56000D,GSBRNA2T00066025001
BnaCnng56140D,GSBRNA2T00066099001
BnaC03g26840D,GSBRNA2T00066146001
BnaC03g26820D,GSBRNA2T00066149001
BnaA05g19720D,GSBRNA2T00066304001
BnaC02g23190D,GSBRNA2T00066377001
BnaC02g23180D,GSBRNA2T00066378001
BnaC02g22990D,GSBRNA2T00066417001
BnaC02g22980D,GSBRNA2T00066419001
BnaC03g15030D,GSBRNA2T00066536001
BnaC03g15020D,GSBRNA2T00066537001
BnaA07g28560D,GSBRNA2T00066583001
BnaA03g13310D,GSBRNA2T00066687001
BnaA03g13130D,GSBRNA2T00066707001
BnaA03g12940D,GSBRNA2T00066731001
BnaA03g12800D,GSBRNA2T00066748001
BnaAnng25180D,GSBRNA2T00066856001
BnaAnng25340D,GSBRNA2T00066941001
BnaC07g18360D,GSBRNA2T00067054001
BnaA02g17240D,GSBRNA2T00067171001
BnaA02g17470D,GSBRNA2T00067203001
BnaA01g29390D,GSBRNA2T00067283001
BnaC09g21870D,GSBRNA2T00067337001
BnaC09g21770D,GSBRNA2T00067352001
BnaC09g21740D,GSBRNA2T00067361001
BnaC06g27420D,GSBRNA2T00067475001
BnaC06g27380D,GSBRNA2T00067479001
BnaC06g27340D,GSBRNA2T00067483001
BnaCnng56820D,GSBRNA2T00067627001
BnaAnng25600D,GSBRNA2T00067693001
BnaC05g10560D,GSBRNA2T00067743001
BnaC05g10520D,GSBRNA2T00067747001
BnaC05g10420D,GSBRNA2T00067764001
BnaC05g10400D,GSBRNA2T00067767001
BnaC05g10390D,GSBRNA2T00067769001
BnaC05g15320D,GSBRNA2T00067796001
BnaAnng05520D,GSBRNA2T00067882001
BnaAnng05810D,GSBRNA2T00067916001
BnaCnng09340D,GSBRNA2T00068114001
BnaCnng09530D,GSBRNA2T00068139001
BnaC05g11450D,GSBRNA2T00068179001
BnaC05g11700D,GSBRNA2T00068210001
BnaA04g13980D,GSBRNA2T00068268001
BnaA04g07200D,GSBRNA2T00068483001
BnaA04g11280D,GSBRNA2T00068501001
BnaC02g42920D,GSBRNA2T00068647001
BnaC02g42580D,GSBRNA2T00068685001
BnaA09g14820D,GSBRNA2T00068752001
BnaA09g15090D,GSBRNA2T00068790001
BnaA09g15100D,GSBRNA2T00068792001
BnaC06g40190D,GSBRNA2T00068819001
BnaC06g40420D,GSBRNA2T00068846001
BnaC06g40540D,GSBRNA2T00068862001
BnaC05g13130D,GSBRNA2T00068898001
BnaC05g13040D,GSBRNA2T00068910001
BnaC05g12760D,GSBRNA2T00068942001
BnaAnng26080D,GSBRNA2T00069172001
BnaA09g34910D,GSBRNA2T00069356001
BnaA09g35230D,GSBRNA2T00069393001
BnaA07g09080D,GSBRNA2T00069465001
BnaA10g27260D,GSBRNA2T00069528001
BnaA02g26810D,GSBRNA2T00069560001
BnaC02g33150D,GSBRNA2T00069908001
BnaA09g53150D,GSBRNA2T00069954001
BnaA05g34230D,GSBRNA2T00069967001
BnaA02g12860D,GSBRNA2T00070122001
BnaC04g28970D,GSBRNA2T00070321001
BnaC07g16450D,GSBRNA2T00070396001
BnaC07g16130D,GSBRNA2T00070451001
BnaC07g16020D,GSBRNA2T00070465001
BnaA09g13970D,GSBRNA2T00070534001
BnaA09g13300D,GSBRNA2T00070630001
BnaA09g13190D,GSBRNA2T00070646001
BnaC02g29760D,GSBRNA2T00070693001
BnaA09g17560D,GSBRNA2T00070888001
BnaA09g17390D,GSBRNA2T00070910001
BnaA09g16810D,GSBRNA2T00070996001
BnaC04g26750D,GSBRNA2T00071023001
BnaC06g14670D,GSBRNA2T00071269001
BnaC06g14550D,GSBRNA2T00071288001
BnaC06g14480D,GSBRNA2T00071296001
BnaC06g14430D,GSBRNA2T00071301001
BnaC06g14170D,GSBRNA2T00071341001
BnaC06g14040D,GSBRNA2T00071362001
BnaA03g53300D,GSBRNA2T00071487001
BnaA03g53180D,GSBRNA2T00071509001
BnaA03g53120D,GSBRNA2T00071519001
BnaC02g41740D,GSBRNA2T00071723001
BnaCnng09750D,GSBRNA2T00071916001
BnaAnng26580D,GSBRNA2T00072090001
BnaA02g27860D,GSBRNA2T00072277001
BnaA02g27870D,GSBRNA2T00072278001
BnaA02g27920D,GSBRNA2T00072288001
BnaC05g14890D,GSBRNA2T00072328001
BnaA09g18640D,GSBRNA2T00072407001
BnaC08g26550D,GSBRNA2T00072614001
BnaA01g12540D,GSBRNA2T00072712001
BnaA01g12440D,GSBRNA2T00072724001
BnaA08g30760D,GSBRNA2T00072739001
BnaA01g32170D,GSBRNA2T00072849001
BnaA01g31820D,GSBRNA2T00072892001
BnaA01g31570D,GSBRNA2T00072923001
BnaA08g20710D,GSBRNA2T00073073001
BnaA08g20830D,GSBRNA2T00073090001
BnaA06g22770D,GSBRNA2T00073150001
BnaC04g00700D,GSBRNA2T00073184001
BnaC04g00690D,GSBRNA2T00073186001
BnaC04g00570D,GSBRNA2T00073200001
BnaC05g43370D,GSBRNA2T00073248001
BnaC03g62410D,GSBRNA2T00073303001
BnaC02g34830D,GSBRNA2T00073349001
BnaA09g15370D,GSBRNA2T00073420001
BnaCnng58690D,GSBRNA2T00073554001
BnaC02g13840D,GSBRNA2T00073644001
BnaC02g12100D,GSBRNA2T00073693001
BnaA08g03400D,GSBRNA2T00073772001
BnaA01g05220D,GSBRNA2T00073937001
BnaC04g00950D,GSBRNA2T00074030001
BnaC09g15310D,GSBRNA2T00074088001
BnaAnng27240D,GSBRNA2T00074212001
BnaCnng59050D,GSBRNA2T00074234001
BnaC03g65100D,GSBRNA2T00074398001
BnaA01g25880D,GSBRNA2T00074419001
BnaC02g17200D,GSBRNA2T00074608001
BnaCnng59310D,GSBRNA2T00074853001
BnaA10g08330D,GSBRNA2T00074880001
BnaC04g21990D,GSBRNA2T00074916001
BnaC06g03500D,GSBRNA2T00074957001
BnaC06g03470D,GSBRNA2T00074963001
BnaC08g10610D,GSBRNA2T00075005001
BnaA04g10460D,GSBRNA2T00075059001
BnaC01g00040D,GSBRNA2T00075095001
BnaA03g53690D,GSBRNA2T00075252001
BnaA03g47910D,GSBRNA2T00075294001
BnaA03g47730D,GSBRNA2T00075317001
BnaC01g22840D,GSBRNA2T00075340001
BnaC03g23820D,GSBRNA2T00075506001
BnaC05g47450D,GSBRNA2T00075637001
BnaA01g18160D,GSBRNA2T00075706001
BnaA01g17800D,GSBRNA2T00075755001
BnaCnng10780D,GSBRNA2T00075915001
BnaAnng27690D,GSBRNA2T00075963001
BnaAnng27710D,GSBRNA2T00075973001
BnaAnng27720D,GSBRNA2T00075974001
BnaA05g32350D,GSBRNA2T00076126001
BnaCnng11020D,GSBRNA2T00076168001
BnaCnng11080D,GSBRNA2T00076176001
BnaA07g07480D,GSBRNA2T00076213001
BnaC05g48350D,GSBRNA2T00076272001
BnaC05g48580D,GSBRNA2T00076299001
BnaA01g29830D,GSBRNA2T00076418001
BnaA01g29840D,GSBRNA2T00076419001
BnaCnng59880D,GSBRNA2T00076521001
BnaCnng60000D,GSBRNA2T00076566001
BnaA09g57150D,GSBRNA2T00076579001
BnaC07g14870D,GSBRNA2T00076633001
BnaC07g14970D,GSBRNA2T00076650001
BnaAnng07270D,GSBRNA2T00076684001
BnaA01g21430D,GSBRNA2T00076760001
BnaA01g21450D,GSBRNA2T00076771001
BnaA01g07220D,GSBRNA2T00076805001
BnaC09g17480D,GSBRNA2T00076925001
BnaC02g33030D,GSBRNA2T00076979001
BnaA04g20460D,GSBRNA2T00076989001
BnaA04g20420D,GSBRNA2T00076994001
BnaA04g20380D,GSBRNA2T00076999001
BnaA04g20360D,GSBRNA2T00077001001
BnaA04g20350D,GSBRNA2T00077002001
BnaA04g20340D,GSBRNA2T00077003001
BnaA04g20250D,GSBRNA2T00077014001
BnaCnng60030D,GSBRNA2T00077055001
BnaCnng60140D,GSBRNA2T00077077001
BnaCnng60170D,GSBRNA2T00077084001
BnaA01g37030D,GSBRNA2T00077095001
BnaAnng28180D,GSBRNA2T00077130001
BnaA06g23030D,GSBRNA2T00077265001
BnaA06g23250D,GSBRNA2T00077293001
BnaA06g23370D,GSBRNA2T00077306001
BnaC03g14590D,GSBRNA2T00077341001
BnaC09g33800D,GSBRNA2T00077410001
BnaA05g15210D,GSBRNA2T00077495001
BnaC04g21720D,GSBRNA2T00077547001
BnaA03g51170D,GSBRNA2T00077667001
BnaA03g51730D,GSBRNA2T00077752001
BnaA03g52330D,GSBRNA2T00077830001
BnaC02g23450D,GSBRNA2T00077866001
BnaA06g32970D,GSBRNA2T00078040001
BnaA06g32740D,GSBRNA2T00078068001
BnaA06g32440D,GSBRNA2T00078103001
BnaA06g32140D,GSBRNA2T00078134001
BnaA06g32070D,GSBRNA2T00078141001
BnaA06g32060D,GSBRNA2T00078142001
BnaA06g32050D,GSBRNA2T00078143001
BnaA06g31960D,GSBRNA2T00078154001
BnaA09g42930D,GSBRNA2T00078228001
BnaA09g43270D,GSBRNA2T00078268001
BnaC09g39160D,GSBRNA2T00078377001
BnaC09g38980D,GSBRNA2T00078407001
BnaC02g01450D,GSBRNA2T00078553001
BnaC02g01610D,GSBRNA2T00078572001
BnaC02g02210D,GSBRNA2T00078644001
BnaC02g02350D,GSBRNA2T00078663001
BnaC02g02400D,GSBRNA2T00078668001
BnaC02g02860D,GSBRNA2T00078723001
BnaA08g13140D,GSBRNA2T00078740001
BnaA08g13750D,GSBRNA2T00078823001
BnaA10g06870D,GSBRNA2T00078995001
BnaC03g21220D,GSBRNA2T00079156001
BnaC03g21190D,GSBRNA2T00079159001
BnaC03g21150D,GSBRNA2T00079166001
BnaC03g21030D,GSBRNA2T00079179001
BnaC03g49190D,GSBRNA2T00079263001
BnaC03g49110D,GSBRNA2T00079278001
BnaA05g25890D,GSBRNA2T00079391001
BnaA05g25900D,GSBRNA2T00079392001
BnaA08g15640D,GSBRNA2T00079452001
BnaC01g22230D,GSBRNA2T00079650001
BnaC03g24130D,GSBRNA2T00079713001
BnaC03g24420D,GSBRNA2T00079758001
BnaC02g41470D,GSBRNA2T00079782001
